"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"295","1030","6","""40""","""60""","""short""","""3-3""","""60""","""left""","""simple""","""torun"""
"296","1030","7","""43""","""17""","""short""","""2-5""","""43""","""right""","""complex""","""bugorn"""
"297","1031","0","""30""","""11""","""short""","""4-4""","""30""","""right""","""complex""","""gronan"""
"298","1031","1","""37""","""13""","""long""","""1-2""","""37""","""right""","""complex""","""tupabugorn"""
"299","1031","2","""24""","""60""","""long""","""3-3""","""60""","""right""","""simple""","""fepolopus"""
"300","1031","3","""32""","""36""","""long""","""5-5""","""32""","""left""","""complex""","""gaburatum"""
"301","1031","4","""21""","""39""","""short""","""3-5""","""21""","""right""","""complex""","""vatrus"""
"302","1031","5","""1""","""10""","""short""","""2-3""","""1""","""left""","""complex""","""ralex"""
"303","1031","6","""41""","""56""","""long""","""3-4""","""41""","""right""","""complex""","""pakuwugnum"""
"304","1031","7","""14""","""20""","""short""","""1-5""","""14""","""left""","""complex""","""torun"""
"305","1032","0","""47""","""17""","""short""","""2-4""","""47""","""right""","""complex""","""lopus"""
"306","1032","1","""23""","""30""","""long""","""4-4""","""30""","""left""","""simple""","""binivatrus"""
"307","1032","2","""7""","""54""","""long""","""1-3""","""54""","""left""","""simple""","""mipatorun"""
"308","1032","3","""33""","""38""","""short""","""5-5""","""38""","""right""","""simple""","""wugnum"""
"309","1032","4","""59""","""46""","""short""","""1-1""","""59""","""left""","""complex""","""bugorn"""
"310","1032","5","""10""","""9""","""long""","""2-2""","""9""","""right""","""simple""","""gaburatum"""
"311","1032","6","""58""","""40""","""short""","""3-4""","""58""","""left""","""complex""","""gronan"""
"312","1032","7","""11""","""20""","""long""","""1-4""","""20""","""left""","""simple""","""tiburalex"""
"313","1033","0","""27""","""1""","""long""","""3-5""","""27""","""right""","""complex""","""gaburatum"""
"314","1033","1","""21""","""58""","""long""","""4-5""","""21""","""left""","""complex""","""mipatorun"""
"315","1033","2","""32""","""44""","""short""","""1-5""","""32""","""right""","""complex""","""gronan"""
"316","1033","3","""10""","""13""","""short""","""1-2""","""10""","""left""","""complex""","""ralex"""
"317","1033","4","""12""","""39""","""long""","""3-3""","""39""","""right""","""simple""","""pakuwugnum"""
"318","1033","5","""30""","""3""","""long""","""1-4""","""30""","""right""","""complex""","""fepolopus"""
"319","1033","6","""56""","""29""","""short""","""1-3""","""29""","""left""","""simple""","""vatrus"""
"320","1033","7","""52""","""9""","""short""","""2-5""","""9""","""left""","""simple""","""bugorn"""
"321","1034","0","""43""","""2""","""short""","""2-5""","""43""","""left""","""complex""","""lopus"""
"322","1034","1","""39""","""9""","""long""","""2-3""","""39""","""right""","""complex""","""binivatrus"""
"323","1034","2","""31""","""51""","""short""","""4-4""","""31""","""right""","""complex""","""gronan"""
"324","1034","3","""14""","""35""","""short""","""5-5""","""35""","""left""","""simple""","""wugnum"""
"325","1034","4","""36""","""11""","""long""","""4-5""","""36""","""left""","""complex""","""gaburatum"""
"326","1034","5","""38""","""29""","""long""","""1-5""","""29""","""right""","""simple""","""tupabugorn"""
"327","1034","6","""34""","""59""","""long""","""1-2""","""59""","""left""","""simple""","""tiburalex"""
"328","1034","7","""24""","""3""","""short""","""1-3""","""24""","""left""","""complex""","""torun"""
"329","1035","0","""37""","""28""","""short""","""1-2""","""37""","""right""","""complex""","""ralex"""
"330","1035","1","""16""","""8""","""long""","""3-3""","""8""","""right""","""simple""","""gaburatum"""
"331","1035","2","""38""","""46""","""long""","""1-5""","""38""","""left""","""complex""","""pakuwugnum"""
"332","1035","3","""3""","""29""","""short""","""1-1""","""29""","""left""","""simple""","""lopus"""
"333","1035","4","""51""","""20""","""long""","""1-4""","""20""","""right""","""simple""","""mipatorun"""
"334","1035","5","""32""","""60""","""short""","""3-5""","""60""","""right""","""simple""","""bugorn"""
"335","1035","6","""47""","""5""","""long""","""2-4""","""47""","""left""","""complex""","""kibagronan"""
"336","1035","7","""7""","""55""","""short""","""2-3""","""7""","""right""","""complex""","""vatrus"""
"337","1036","0","""48""","""50""","""short""","""3-3""","""50""","""right""","""simple""","""ratum"""
"338","1036","1","""30""","""51""","""long""","""4-4""","""30""","""left""","""complex""","""kibagronan"""
"339","1036","2","""29""","""28""","""long""","""1-1""","""28""","""right""","""simple""","""mipatorun"""
"340","1036","3","""9""","""49""","""short""","""2-2""","""9""","""left""","""complex""","""lopus"""
"341","1036","4","""41""","""19""","""long""","""1-4""","""41""","""left""","""complex""","""pakuwugnum"""
"342","1036","5","""2""","""3""","""short""","""1-2""","""2""","""right""","""complex""","""bugorn"""
"343","1036","6","""14""","""57""","""short""","""1-5""","""14""","""right""","""complex""","""vatrus"""
"344","1036","7","""undefined""","""27""","""long""","""5-5""","""27""","""right""","""simple""","""tiburalex"""
"345","1037","0","""38""","""1""","""short""","""3-5""","""38""","""right""","""complex""","""ratum"""
"346","1037","1","""43""","""35""","""short""","""5-5""","""35""","""right""","""simple""","""vatrus"""
"347","1037","2","""23""","""17""","""short""","""2-4""","""17""","""right""","""simple""","""ralex"""
"348","1037","3","""10""","""44""","""long""","""1-2""","""10""","""left""","""complex""","""fepolopus"""
"349","1037","4","""60""","""37""","""long""","""2-3""","""60""","""left""","""complex""","""kibagronan"""
"350","1037","5","""15""","""59""","""long""","""1-1""","""59""","""left""","""simple""","""mipatorun"""
"351","1037","6","""47""","""28""","""long""","""1-4""","""28""","""right""","""simple""","""tupabugorn"""
"352","1037","7","""14""","""20""","""short""","""1-5""","""20""","""right""","""simple""","""wugnum"""
"353","1038","0","""60""","""44""","""short""","""1-3""","""60""","""right""","""complex""","""ralex"""
"354","1038","1","""58""","""48""","""long""","""3-4""","""48""","""left""","""simple""","""kibagronan"""
"355","1038","2","""32""","""33""","""short""","""5-5""","""32""","""right""","""complex""","""vatrus"""
"356","1038","3","""18""","""23""","""long""","""4-4""","""18""","""left""","""complex""","""mipatorun"""
"357","1038","4","""57""","""29""","""long""","""1-1""","""57""","""left""","""complex""","""fepolopus"""
"358","1038","5","""12""","""39""","""short""","""3-3""","""12""","""right""","""complex""","""wugnum"""
"359","1038","6","""41""","""20""","""long""","""1-4""","""41""","""left""","""complex""","""gaburatum"""
"360","1038","7","""11""","""37""","""short""","""2-4""","""37""","""left""","""simple""","""bugorn"""
"361","1039","0","""21""","""25""","""short""","""5-5""","""25""","""left""","""simple""","""wugnum"""
"362","1039","1","""27""","""42""","""long""","""4-5""","""27""","""right""","""complex""","""binivatrus"""
"363","1039","2","""43""","""16""","""short""","""3-5""","""43""","""left""","""complex""","""torun"""
"364","1039","3","""18""","""37""","""short""","""2-4""","""18""","""right""","""complex""","""bugorn"""
"365","1039","4","""56""","""5""","""short""","""2-3""","""5""","""right""","""simple""","""ralex"""
"366","1039","5","""36""","""57""","""long""","""1-5""","""36""","""left""","""complex""","""gaburatum"""
"367","1039","6","""51""","""11""","""long""","""4-4""","""51""","""right""","""complex""","""kibagronan"""
"368","1039","7","""38""","""34""","""long""","""2-5""","""34""","""left""","""simple""","""fepolopus"""
"369","104","0","""1""","""55""","""long""","""2-3""","""1""","""right""","""complex""","""binivatrus"""
"370","104","1","""51""","""3""","""short""","""1-4""","""3""","""right""","""simple""","""gronan"""
"371","104","2","""38""","""19""","""short""","""1-5""","""19""","""right""","""simple""","""ratum"""
"372","104","3","""26""","""11""","""short""","""4-4""","""11""","""right""","""simple""","""lopus"""
"373","104","4","""54""","""46""","""long""","""1-1""","""54""","""left""","""complex""","""mipatorun"""
"374","104","5","""14""","""32""","""short""","""5-5""","""32""","""left""","""simple""","""wugnum"""
"375","104","6","""53""","""60""","""long""","""3-5""","""53""","""right""","""complex""","""tiburalex"""
"376","104","7","""42""","""56""","""long""","""3-4""","""56""","""right""","""simple""","""tupabugorn"""
"377","1040","0","""48""","""1""","""long""","""3-3""","""48""","""right""","""complex""","""tupabugorn"""
"378","1040","1","""58""","""30""","""long""","""4-4""","""30""","""left""","""simple""","""kibagronan"""
"379","1040","2","""21""","""52""","""long""","""5-5""","""21""","""right""","""complex""","""mipatorun"""
"380","1040","3","""33""","""8""","""short""","""3-5""","""8""","""right""","""simple""","""lopus"""
"381","1040","4","""57""","""20""","""long""","""1-1""","""20""","""right""","""simple""","""binivatrus"""
"382","1040","5","""50""","""22""","""short""","""2-3""","""22""","""right""","""simple""","""ralex"""
"383","1040","6","""27""","""13""","""short""","""1-5""","""13""","""left""","""simple""","""ratum"""
"384","1040","7","""34""","""59""","""short""","""1-2""","""34""","""left""","""complex""","""wugnum"""
"385","1041","0","""6""","""17""","""short""","""2-2""","""17""","""right""","""simple""","""lopus"""
"386","1041","1","""14""","""36""","""long""","""5-5""","""36""","""left""","""simple""","""kibagronan"""
"387","1041","2","""50""","""10""","""long""","""2-3""","""10""","""left""","""simple""","""tupabugorn"""
"388","1041","3","""23""","""1""","""long""","""3-4""","""1""","""right""","""simple""","""pakuwugnum"""
"389","1041","4","""21""","""46""","""short""","""1-5""","""21""","""left""","""complex""","""vatrus"""
"390","1041","5","""44""","""13""","""short""","""1-1""","""44""","""left""","""complex""","""ralex"""
"391","1041","6","""52""","""26""","""short""","""4-5""","""52""","""left""","""complex""","""torun"""
"392","1041","7","""45""","""59""","""long""","""1-4""","""45""","""left""","""complex""","""gaburatum"""
"393","1042","0","""38""","""18""","""short""","""4-5""","""18""","""right""","""simple""","""vatrus"""
"394","1042","1","""48""","""4""","""long""","""2-3""","""48""","""left""","""complex""","""tiburalex"""
"395","1042","2","""33""","""49""","""short""","""2-5""","""49""","""right""","""simple""","""bugorn"""
"396","1042","3","""7""","""28""","""short""","""1-3""","""7""","""right""","""complex""","""torun"""
"397","1042","4","""31""","""15""","""long""","""1-4""","""31""","""right""","""complex""","""kibagronan"""
"398","1042","5","""11""","""51""","""short""","""4-4""","""51""","""left""","""simple""","""wugnum"""
"399","1042","6","""6""","""44""","""long""","""1-2""","""44""","""left""","""simple""","""fepolopus"""
"400","1042","7","""25""","""3""","""long""","""1-5""","""25""","""right""","""complex""","""gaburatum"""
"401","1043","0","""32""","""11""","""short""","""4-5""","""32""","""right""","""complex""","""ralex"""
"402","1043","1","""60""","""13""","""short""","""1-3""","""13""","""left""","""simple""","""bugorn"""
"403","1043","2","""33""","""52""","""long""","""5-5""","""52""","""right""","""simple""","""fepolopus"""
"404","1043","3","""22""","""55""","""long""","""2-2""","""22""","""left""","""complex""","""binivatrus"""
"405","1043","4","""25""","""2""","""short""","""2-5""","""2""","""right""","""simple""","""wugnum"""
"406","1043","5","""35""","""19""","""long""","""1-5""","""35""","""left""","""complex""","""kibagronan"""
"407","1043","6","""1""","""6""","""long""","""2-3""","""6""","""left""","""simple""","""mipatorun"""
"408","1043","7","""51""","""40""","""short""","""3-4""","""51""","""right""","""complex""","""ratum"""
"409","1044","0","""51""","""54""","""short""","""1-4""","""54""","""right""","""simple""","""bugorn"""
"410","1044","1","""25""","""9""","""short""","""2-5""","""9""","""left""","""simple""","""ralex"""
"411","1044","2","""49""","""34""","""long""","""2-2""","""49""","""right""","""complex""","""gaburatum"""
"412","1044","3","""38""","""23""","""long""","""4-5""","""38""","""right""","""complex""","""binivatrus"""
"413","1044","4","""56""","""20""","""short""","""1-3""","""20""","""left""","""simple""","""lopus"""
"414","1044","5","""43""","""8""","""short""","""3-5""","""43""","""left""","""complex""","""wugnum"""
"415","1044","6","""29""","""3""","""long""","""1-1""","""29""","""right""","""complex""","""mipatorun"""
"416","1044","7","""17""","""59""","""long""","""1-2""","""17""","""right""","""complex""","""kibagronan"""
"417","1045","0","""32""","""52""","""long""","""5-5""","""52""","""left""","""simple""","""fepolopus"""
"418","1045","1","""18""","""12""","""short""","""3-4""","""12""","""right""","""simple""","""gronan"""
"419","1045","2","""25""","""29""","""long""","""1-5""","""29""","""left""","""simple""","""gaburatum"""
"420","1045","3","""47""","""11""","""long""","""4-4""","""11""","""right""","""simple""","""pakuwugnum"""
"421","1045","4","""50""","""4""","""short""","""2-3""","""50""","""left""","""complex""","""torun"""
"422","1045","5","""35""","""8""","""long""","""3-5""","""35""","""right""","""complex""","""tupabugorn"""
"423","1045","6","""21""","""31""","""short""","""4-5""","""21""","""right""","""complex""","""vatrus"""
"424","1045","7","""3""","""19""","""short""","""1-1""","""3""","""right""","""complex""","""ralex"""
"425","1046","0","""29""","""54""","""long""","""1-1""","""54""","""left""","""simple""","""tupabugorn"""
"426","1046","1","""40""","""7""","""long""","""3-3""","""40""","""right""","""complex""","""pakuwugnum"""
"427","1046","2","""58""","""60""","""short""","""3-4""","""60""","""right""","""simple""","""ratum"""
"428","1046","3","""45""","""3""","""long""","""1-4""","""45""","""left""","""complex""","""fepolopus"""
"429","1046","4","""8""","""2""","""short""","""2-3""","""2""","""right""","""simple""","""torun"""
"430","1046","5","""33""","""51""","""short""","""4-5""","""51""","""right""","""simple""","""vatrus"""
"431","1046","6","""11""","""17""","""short""","""2-4""","""17""","""left""","""simple""","""gronan"""
