"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"2531","1283","2","""32""","""23""","""short""","""4-5""","""32""","""left""","""complex""","""vatrus"""
"2532","1283","3","""48""","""17""","""short""","""2-3""","""48""","""left""","""complex""","""ralex"""
"2533","1283","4","""44""","""19""","""long""","""1-1""","""19""","""left""","""simple""","""pakuwugnum"""
"2534","1283","5","""36""","""12""","""long""","""3-5""","""12""","""right""","""simple""","""tupabugorn"""
"2535","1283","6","""27""","""9""","""long""","""2-5""","""27""","""right""","""complex""","""kibagronan"""
"2536","1283","7","""42""","""2""","""long""","""2-4""","""2""","""right""","""simple""","""gaburatum"""
"2537","1284","0","""3""","""15""","""short""","""1-1""","""15""","""right""","""simple""","""wugnum"""
"2538","1284","1","""21""","""36""","""long""","""5-5""","""21""","""left""","""complex""","""kibagronan"""
"2539","1284","2","""24""","""37""","""short""","""2-3""","""24""","""left""","""complex""","""bugorn"""
"2540","1284","3","""43""","""46""","""long""","""1-5""","""43""","""left""","""complex""","""mipatorun"""
"2541","1284","4","""40""","""54""","""long""","""1-3""","""40""","""right""","""complex""","""tiburalex"""
"2542","1284","5","""56""","""12""","""long""","""3-3""","""12""","""right""","""simple""","""binivatrus"""
"2543","1284","6","""27""","""9""","""short""","""2-5""","""9""","""right""","""simple""","""ratum"""
"2544","1284","7","""45""","""26""","""short""","""4-4""","""26""","""left""","""simple""","""lopus"""
"2545","1285","0","""26""","""59""","""short""","""1-4""","""26""","""right""","""complex""","""bugorn"""
"2546","1285","1","""4""","""15""","""long""","""1-2""","""4""","""left""","""complex""","""tiburalex"""
"2547","1285","2","""56""","""34""","""short""","""2-3""","""56""","""left""","""complex""","""vatrus"""
"2548","1285","3","""55""","""5""","""long""","""2-2""","""55""","""right""","""complex""","""gaburatum"""
"2549","1285","4","""30""","""24""","""short""","""3-4""","""30""","""left""","""complex""","""lopus"""
"2550","1285","5","""13""","""28""","""long""","""1-1""","""13""","""left""","""complex""","""kibagronan"""
"2551","1285","6","""47""","""51""","""short""","""4-4""","""47""","""left""","""complex""","""wugnum"""
"2552","1285","7","""18""","""9""","""long""","""2-4""","""9""","""left""","""simple""","""mipatorun"""
"2553","1286","0","""2""","""15""","""short""","""1-2""","""2""","""left""","""complex""","""wugnum"""
"2554","1286","1","""47""","""57""","""long""","""1-4""","""57""","""left""","""simple""","""tupabugorn"""
"2555","1286","2","""8""","""48""","""long""","""3-3""","""48""","""right""","""simple""","""kibagronan"""
"2556","1286","3","""51""","""26""","""long""","""4-4""","""51""","""right""","""complex""","""mipatorun"""
"2557","1286","4","""11""","""50""","""short""","""3-4""","""50""","""right""","""simple""","""ratum"""
"2558","1286","5","""35""","""18""","""short""","""4-5""","""35""","""left""","""complex""","""ralex"""
"2559","1286","6","""55""","""34""","""long""","""2-2""","""34""","""left""","""simple""","""binivatrus"""
"2560","1286","7","""23""","""4""","""short""","""2-4""","""4""","""left""","""simple""","""lopus"""
"2561","1287","0","""40""","""60""","""long""","""3-3""","""40""","""right""","""complex""","""gaburatum"""
"2562","1287","1","""27""","""23""","""short""","""4-5""","""27""","""left""","""complex""","""bugorn"""
"2563","1287","2","""45""","""7""","""long""","""3-4""","""45""","""left""","""complex""","""binivatrus"""
"2564","1287","3","""33""","""38""","""short""","""5-5""","""38""","""right""","""simple""","""torun"""
"2565","1287","4","""43""","""46""","""long""","""1-5""","""43""","""right""","""complex""","""tiburalex"""
"2566","1287","5","""35""","""55""","""short""","""2-5""","""55""","""right""","""simple""","""wugnum"""
"2567","1287","6","""58""","""9""","""long""","""2-4""","""58""","""right""","""complex""","""fepolopus"""
"2568","1287","7","""59""","""57""","""short""","""1-1""","""57""","""right""","""simple""","""gronan"""
"2569","1288","0","""41""","""1""","""long""","""3-4""","""41""","""left""","""complex""","""gaburatum"""
"2570","1288","1","""24""","""50""","""short""","""3-3""","""50""","""left""","""simple""","""wugnum"""
"2571","1288","2","""52""","""8""","""short""","""3-5""","""52""","""right""","""complex""","""torun"""
"2572","1288","3","""40""","""13""","""short""","""1-3""","""13""","""right""","""simple""","""lopus"""
"2573","1288","4","""7""","""4""","""short""","""2-3""","""4""","""left""","""simple""","""ralex"""
"2574","1288","5","""31""","""5""","""long""","""2-4""","""5""","""left""","""simple""","""kibagronan"""
"2575","1288","6","""43""","""38""","""long""","""5-5""","""38""","""left""","""simple""","""tupabugorn"""
"2576","1288","7","""36""","""54""","""long""","""1-5""","""36""","""right""","""complex""","""binivatrus"""
"2577","1289","0","""30""","""31""","""short""","""4-4""","""30""","""right""","""complex""","""gronan"""
"2578","1289","1","""18""","""49""","""long""","""2-4""","""49""","""right""","""simple""","""gaburatum"""
"2579","1289","2","""36""","""15""","""long""","""1-5""","""15""","""left""","""simple""","""binivatrus"""
"2580","1289","3","""27""","""9""","""short""","""2-5""","""9""","""left""","""simple""","""ralex"""
"2581","1289","4","""45""","""50""","""long""","""3-4""","""45""","""left""","""complex""","""fepolopus"""
"2582","1289","5","""26""","""28""","""long""","""1-4""","""26""","""left""","""complex""","""pakuwugnum"""
"2583","1289","6","""4""","""37""","""short""","""2-2""","""37""","""right""","""simple""","""bugorn"""
"2584","1289","7","""39""","""1""","""short""","""3-3""","""39""","""left""","""complex""","""torun"""
"2585","129","0","""58""","""40""","""long""","""3-4""","""40""","""left""","""simple""","""pakuwugnum"""
"2586","129","1","""18""","""9""","""short""","""2-4""","""9""","""right""","""simple""","""vatrus"""
"2587","129","2","""5""","""29""","""short""","""1-2""","""5""","""right""","""complex""","""ratum"""
"2588","129","3","""44""","""54""","""long""","""1-1""","""54""","""right""","""simple""","""tiburalex"""
"2589","129","4","""1""","""49""","""short""","""2-3""","""49""","""right""","""simple""","""lopus"""
"2590","129","5","""33""","""45""","""long""","""4-5""","""45""","""right""","""simple""","""mipatorun"""
"2591","129","6","""53""","""8""","""short""","""3-5""","""53""","""left""","""complex""","""gronan"""
"2592","129","7","""12""","""39""","""long""","""3-3""","""39""","""left""","""simple""","""tupabugorn"""
"2593","1290","0","""43""","""35""","""long""","""5-5""","""35""","""left""","""simple""","""tiburalex"""
"2594","1290","1","""22""","""20""","""long""","""1-2""","""20""","""left""","""simple""","""tupabugorn"""
"2595","1290","2","""45""","""4""","""short""","""2-4""","""45""","""right""","""complex""","""wugnum"""
"2596","1290","3","""21""","""58""","""long""","""4-5""","""58""","""right""","""simple""","""mipatorun"""
"2597","1290","4","""40""","""16""","""short""","""3-3""","""40""","""left""","""complex""","""lopus"""
"2598","1290","5","""17""","""49""","""long""","""2-2""","""17""","""left""","""complex""","""binivatrus"""
"2599","1290","6","""18""","""15""","""short""","""1-4""","""18""","""left""","""complex""","""ratum"""
"2600","1290","7","""60""","""6""","""short""","""2-3""","""60""","""right""","""complex""","""gronan"""
"2601","1291","0","""53""","""51""","""long""","""4-5""","""53""","""right""","""complex""","""mipatorun"""
"2602","1291","1","""32""","""48""","""long""","""3-5""","""32""","""right""","""complex""","""gaburatum"""
"2603","1291","2","""33""","""17""","""short""","""2-5""","""17""","""right""","""simple""","""vatrus"""
"2604","1291","3","""31""","""47""","""short""","""4-4""","""31""","""left""","""complex""","""ralex"""
"2605","1291","4","""23""","""6""","""short""","""2-4""","""6""","""right""","""simple""","""gronan"""
"2606","1291","5","""41""","""3""","""long""","""1-4""","""41""","""right""","""complex""","""fepolopus"""
"2607","1291","6","""20""","""29""","""short""","""1-1""","""20""","""right""","""complex""","""bugorn"""
"2608","1291","7","""12""","""50""","""long""","""3-3""","""50""","""left""","""simple""","""pakuwugnum"""
"2609","1292","0","""26""","""16""","""short""","""3-4""","""16""","""left""","""simple""","""vatrus"""
"2610","1292","1","""8""","""34""","""long""","""2-3""","""8""","""right""","""complex""","""mipatorun"""
"2611","1292","2","""52""","""7""","""long""","""3-5""","""52""","""left""","""complex""","""tiburalex"""
"2612","1292","3","""32""","""30""","""short""","""4-5""","""30""","""left""","""simple""","""wugnum"""
"2613","1292","4","""53""","""17""","""long""","""2-5""","""53""","""left""","""complex""","""kibagronan"""
"2614","1292","5","""19""","""28""","""long""","""1-1""","""19""","""right""","""complex""","""gaburatum"""
"2615","1292","6","""35""","""20""","""short""","""1-5""","""35""","""left""","""complex""","""bugorn"""
"2616","1292","7","""14""","""27""","""short""","""5-5""","""27""","""left""","""simple""","""lopus"""
"2617","1293","0","""24""","""48""","""short""","""3-3""","""24""","""right""","""complex""","""torun"""
"2618","1293","1","""53""","""5""","""short""","""2-5""","""5""","""right""","""simple""","""bugorn"""
"2619","1293","2","""25""","""60""","""long""","""3-5""","""60""","""right""","""simple""","""kibagronan"""
"2620","1293","3","""14""","""11""","""short""","""4-5""","""14""","""left""","""complex""","""ralex"""
"2621","1293","4","""30""","""20""","""long""","""1-4""","""30""","""right""","""complex""","""binivatrus"""
"2622","1293","5","""32""","""52""","""long""","""5-5""","""32""","""left""","""complex""","""fepolopus"""
"2623","1293","6","""21""","""29""","""long""","""1-5""","""29""","""left""","""simple""","""pakuwugnum"""
"2624","1293","7","""31""","""16""","""short""","""3-4""","""16""","""right""","""simple""","""ratum"""
"2625","1294","0","""47""","""55""","""short""","""2-4""","""55""","""right""","""simple""","""ratum"""
"2626","1294","1","""21""","""26""","""long""","""4-5""","""21""","""left""","""complex""","""tiburalex"""
"2627","1294","2","""41""","""60""","""short""","""3-4""","""41""","""left""","""complex""","""wugnum"""
"2628","1294","3","""22""","""29""","""long""","""1-2""","""22""","""right""","""complex""","""kibagronan"""
"2629","1294","4","""5""","""34""","""short""","""2-2""","""34""","""right""","""simple""","""torun"""
"2630","1294","5","""32""","""12""","""long""","""3-5""","""32""","""left""","""complex""","""fepolopus"""
"2631","1294","6","""36""","""37""","""short""","""2-5""","""36""","""left""","""complex""","""vatrus"""
"2632","1294","7","""23""","""54""","""long""","""1-4""","""23""","""right""","""complex""","""tupabugorn"""
"2633","1295","0","""35""","""53""","""short""","""5-5""","""35""","""left""","""complex""","""torun"""
"2634","1295","1","""26""","""46""","""long""","""1-4""","""46""","""right""","""simple""","""fepolopus"""
"2635","1295","2","""47""","""8""","""long""","""3-4""","""47""","""left""","""complex""","""tupabugorn"""
"2636","1295","3","""50""","""22""","""short""","""2-3""","""22""","""left""","""simple""","""gronan"""
"2637","1295","4","""3""","""54""","""short""","""1-1""","""3""","""left""","""complex""","""wugnum"""
"2638","1295","5","""37""","""20""","""short""","""1-2""","""37""","""right""","""complex""","""vatrus"""
"2639","1295","6","""36""","""4""","""long""","""2-5""","""4""","""right""","""simple""","""gaburatum"""
"2640","1295","7","""33""","""19""","""long""","""1-5""","""19""","""left""","""simple""","""tiburalex"""
"2641","1296","0","""60""","""59""","""short""","""1-3""","""59""","""left""","""simple""","""vatrus"""
"2642","1296","1","""23""","""57""","""long""","""1-4""","""23""","""left""","""complex""","""gaburatum"""
"2643","1296","2","""22""","""3""","""short""","""1-2""","""22""","""right""","""complex""","""torun"""
"2644","1296","3","""32""","""40""","""short""","""3-5""","""40""","""left""","""simple""","""gronan"""
"2645","1296","4","""21""","""45""","""short""","""4-5""","""21""","""right""","""complex""","""lopus"""
"2646","1296","5","""35""","""36""","""long""","""5-5""","""36""","""left""","""simple""","""tiburalex"""
"2647","1296","6","""30""","""7""","""long""","""3-4""","""7""","""left""","""simple""","""tupabugorn"""
"2648","1296","7","""50""","""34""","""long""","""2-3""","""34""","""right""","""simple""","""pakuwugnum"""
"2649","1297","0","""14""","""7""","""short""","""3-5""","""7""","""right""","""simple""","""vatrus"""
"2650","1297","1","""51""","""28""","""long""","""1-4""","""51""","""right""","""complex""","""fepolopus"""
"2651","1297","2","""31""","""6""","""short""","""2-4""","""31""","""right""","""complex""","""wugnum"""
"2652","1297","3","""4""","""10""","""long""","""2-2""","""10""","""left""","""simple""","""tiburalex"""
"2653","1297","4","""1""","""46""","""short""","""1-3""","""1""","""left""","""complex""","""ratum"""
"2654","1297","5","""53""","""18""","""short""","""4-5""","""53""","""left""","""complex""","""torun"""
"2655","1297","6","""38""","""15""","""long""","""1-5""","""38""","""right""","""complex""","""kibagronan"""
"2656","1297","7","""21""","""33""","""long""","""5-5""","""21""","""right""","""complex""","""tupabugorn"""
"2657","1298","0","""5""","""29""","""short""","""1-2""","""5""","""left""","""complex""","""torun"""
"2658","1298","1","""1""","""59""","""long""","""1-3""","""59""","""right""","""simple""","""tupabugorn"""
"2659","1298","2","""12""","""7""","""long""","""3-3""","""12""","""right""","""complex""","""tiburalex"""
"2660","1298","3","""38""","""53""","""short""","""5-5""","""38""","""left""","""complex""","""lopus"""
"2661","1298","4","""10""","""9""","""short""","""2-2""","""10""","""left""","""complex""","""vatrus"""
"2662","1298","5","""15""","""3""","""long""","""1-1""","""3""","""left""","""simple""","""gaburatum"""
"2663","1298","6","""26""","""11""","""long""","""4-4""","""11""","""right""","""simple""","""kibagronan"""
"2664","1298","7","""undefined""","""undefined""","""short""","""2-3""","""undefined""","""left""","""simple""","""wugnum"""
"2665","1299","0","""6""","""29""","""long""","""1-2""","""29""","""right""","""simple""","""fepolopus"""
"2666","1299","1","""19""","""28""","""short""","""1-1""","""28""","""right""","""simple""","""vatrus"""
"2667","1299","2","""33""","""12""","""short""","""3-5""","""12""","""right""","""simple""","""ratum"""
"2668","1299","3","""48""","""50""","""long""","""3-3""","""48""","""right""","""complex""","""tiburalex"""
"2669","1299","4","""9""","""17""","""long""","""2-2""","""9""","""left""","""complex""","""pakuwugnum"""
"2670","1299","5","""42""","""7""","""short""","""3-4""","""7""","""right""","""simple""","""gronan"""
"2671","1299","6","""52""","""11""","""short""","""4-5""","""52""","""left""","""complex""","""bugorn"""
"2672","1299","7","""21""","""25""","""long""","""5-5""","""21""","""right""","""complex""","""mipatorun"""
"2673","13","0","""58""","""29""","""long""","""1-4""","""58""","""left""","""complex""","""pakuwugnum"""
"2674","13","1","""35""","""7""","""long""","""3-5""","""35""","""right""","""complex""","""kibagronan"""
"2675","13","2","""50""","""20""","""short""","""1-3""","""50""","""left""","""complex""","""ratum"""
"2676","13","3","""25""","""5""","""short""","""2-5""","""5""","""right""","""simple""","""ralex"""
"2677","13","4","""27""","""42""","""long""","""4-5""","""42""","""left""","""simple""","""binivatrus"""
"2678","13","5","""9""","""57""","""long""","""1-2""","""9""","""left""","""complex""","""tupabugorn"""
"2679","13","6","""18""","""39""","""short""","""3-4""","""39""","""right""","""simple""","""torun"""
"2680","13","7","""45""","""49""","""short""","""2-4""","""45""","""right""","""complex""","""lopus"""
"2681","130","0","""5""","""49""","""short""","""2-2""","""49""","""left""","""simple""","""lopus"""
"2682","130","1","""11""","""30""","""long""","""4-4""","""30""","""left""","""simple""","""gaburatum"""
"2683","130","2","""27""","""42""","""long""","""4-5""","""42""","""right""","""simple""","""pakuwugnum"""
"2684","130","3","""26""","""29""","""short""","""1-4""","""26""","""right""","""complex""","""torun"""
"2685","130","4","""39""","""2""","""short""","""2-3""","""39""","""left""","""complex""","""gronan"""
"2686","130","5","""43""","""21""","""long""","""5-5""","""21""","""left""","""simple""","""binivatrus"""
"2687","130","6","""45""","""34""","""short""","""2-4""","""45""","""left""","""complex""","""bugorn"""
"2688","130","7","""60""","""16""","""long""","""3-3""","""60""","""right""","""complex""","""tiburalex"""
"2689","1300","0","""51""","""6""","""long""","""2-4""","""51""","""left""","""complex""","""gaburatum"""
"2690","1300","1","""9""","""22""","""short""","""2-2""","""9""","""right""","""complex""","""gronan"""
"2691","1300","2","""14""","""57""","""long""","""1-5""","""14""","""left""","""complex""","""mipatorun"""
"2692","1300","3","""23""","""58""","""short""","""4-4""","""58""","""right""","""simple""","""bugorn"""
"2693","1300","4","""52""","""4""","""long""","""2-5""","""52""","""right""","""complex""","""binivatrus"""
"2694","1300","5","""43""","""35""","""long""","""5-5""","""35""","""right""","""simple""","""tiburalex"""
"2695","1300","6","""32""","""24""","""short""","""3-5""","""24""","""left""","""simple""","""wugnum"""
"2696","1300","7","""47""","""46""","""short""","""1-4""","""46""","""left""","""simple""","""lopus"""
"2697","1301","0","""12""","""56""","""short""","""3-3""","""12""","""left""","""complex""","""lopus"""
"2698","1301","1","""45""","""22""","""long""","""2-4""","""45""","""right""","""complex""","""pakuwugnum"""
"2699","1301","2","""27""","""31""","""long""","""4-5""","""27""","""right""","""complex""","""tiburalex"""
"2700","1301","3","""33""","""9""","""short""","""2-5""","""9""","""right""","""simple""","""ratum"""
"2701","1301","4","""41""","""42""","""short""","""4-4""","""42""","""left""","""simple""","""torun"""
"2702","1301","5","""2""","""13""","""short""","""1-2""","""13""","""left""","""simple""","""vatrus"""
"2703","1301","6","""8""","""20""","""long""","""1-3""","""8""","""right""","""complex""","""tupabugorn"""
"2704","1301","7","""48""","""5""","""long""","""2-3""","""48""","""right""","""complex""","""kibagronan"""
"2705","1302","0","""33""","""3""","""short""","""1-5""","""3""","""right""","""simple""","""ralex"""
"2706","1302","1","""52""","""35""","""short""","""5-5""","""35""","""left""","""simple""","""torun"""
"2707","1302","2","""13""","""54""","""long""","""1-1""","""54""","""right""","""simple""","""fepolopus"""
"2708","1302","3","""45""","""31""","""short""","""4-4""","""45""","""right""","""complex""","""gronan"""
"2709","1302","4","""51""","""50""","""short""","""3-4""","""50""","""left""","""simple""","""wugnum"""
"2710","1302","5","""37""","""46""","""long""","""1-2""","""46""","""right""","""simple""","""binivatrus"""
"2711","1302","6","""6""","""34""","""long""","""2-2""","""6""","""right""","""complex""","""gaburatum"""
"2712","1302","7","""48""","""19""","""long""","""1-3""","""48""","""left""","""complex""","""tupabugorn"""
"2713","1303","0","""8""","""16""","""long""","""3-3""","""16""","""right""","""simple""","""kibagronan"""
"2714","1303","1","""44""","""57""","""long""","""1-1""","""44""","""left""","""complex""","""tiburalex"""
"2715","1303","2","""31""","""54""","""short""","""1-4""","""54""","""left""","""simple""","""lopus"""
"2716","1303","3","""43""","""21""","""long""","""5-5""","""43""","""left""","""complex""","""binivatrus"""
"2717","1303","4","""55""","""29""","""short""","""1-2""","""55""","""left""","""complex""","""ratum"""
"2718","1303","5","""60""","""34""","""long""","""2-3""","""60""","""right""","""complex""","""tupabugorn"""
"2719","1303","6","""40""","""20""","""short""","""1-3""","""20""","""right""","""simple""","""wugnum"""
"2720","1303","7","""58""","""56""","""short""","""3-4""","""58""","""right""","""complex""","""torun"""
"2721","1304","0","""56""","""7""","""short""","""3-3""","""7""","""right""","""simple""","""lopus"""
"2722","1304","1","""22""","""6""","""long""","""2-2""","""22""","""right""","""complex""","""tupabugorn"""
"2723","1304","2","""26""","""60""","""short""","""3-4""","""60""","""left""","""simple""","""vatrus"""
"2724","1304","3","""38""","""17""","""short""","""2-5""","""17""","""left""","""simple""","""gronan"""
"2725","1304","4","""47""","""20""","""short""","""1-4""","""20""","""right""","""simple""","""ratum"""
"2726","1304","5","""55""","""44""","""long""","""1-2""","""44""","""left""","""simple""","""tiburalex"""
"2727","1304","6","""53""","""43""","""long""","""5-5""","""53""","""left""","""complex""","""mipatorun"""
"2728","1304","7","""28""","""29""","""long""","""1-1""","""29""","""left""","""simple""","""pakuwugnum"""
"2729","1305","0","""21""","""18""","""long""","""4-5""","""21""","""left""","""complex""","""binivatrus"""
"2730","1305","1","""43""","""5""","""long""","""2-5""","""43""","""left""","""complex""","""gaburatum"""
"2731","1305","2","""40""","""44""","""long""","""1-3""","""40""","""right""","""complex""","""kibagronan"""
"2732","1305","3","""51""","""47""","""long""","""4-4""","""51""","""left""","""complex""","""mipatorun"""
"2733","1305","4","""8""","""34""","""short""","""2-3""","""34""","""left""","""simple""","""lopus"""
"2734","1305","5","""59""","""13""","""short""","""1-1""","""59""","""right""","""complex""","""bugorn"""
"2735","1305","6","""10""","""55""","""short""","""2-2""","""10""","""right""","""complex""","""wugnum"""
"2736","1305","7","""39""","""60""","""short""","""3-3""","""39""","""left""","""complex""","""ralex"""
"2737","1306","0","""36""","""45""","""long""","""4-5""","""36""","""right""","""complex""","""gaburatum"""
"2738","1306","1","""52""","""39""","""long""","""3-5""","""52""","""left""","""complex""","""tupabugorn"""
"2739","1306","2","""14""","""13""","""short""","""1-5""","""14""","""right""","""complex""","""vatrus"""
"2740","1306","3","""11""","""28""","""long""","""1-4""","""28""","""right""","""simple""","""tiburalex"""
"2741","1306","4","""26""","""9""","""short""","""2-4""","""26""","""left""","""complex""","""gronan"""
"2742","1306","5","""50""","""48""","""short""","""3-3""","""50""","""right""","""complex""","""wugnum"""
"2743","1306","6","""41""","""30""","""short""","""4-4""","""30""","""left""","""simple""","""torun"""
"2744","1306","7","""1""","""46""","""long""","""1-3""","""46""","""right""","""simple""","""fepolopus"""
"2745","1307","0","""41""","""59""","""long""","""1-4""","""41""","""left""","""complex""","""pakuwugnum"""
"2746","1307","1","""26""","""34""","""short""","""2-4""","""26""","""left""","""complex""","""gronan"""
"2747","1307","2","""21""","""46""","""long""","""1-5""","""21""","""right""","""complex""","""tupabugorn"""
"2748","1307","3","""25""","""36""","""short""","""5-5""","""36""","""left""","""simple""","""lopus"""
"2749","1307","4","""60""","""55""","""long""","""2-3""","""60""","""right""","""complex""","""mipatorun"""
"2750","1307","5","""38""","""17""","""short""","""2-5""","""17""","""left""","""simple""","""vatrus"""
"2751","1307","6","""53""","""24""","""short""","""3-5""","""24""","""left""","""simple""","""ralex"""
"2752","1307","7","""57""","""44""","""long""","""1-1""","""44""","""right""","""simple""","""gaburatum"""
"2753","1308","0","""60""","""7""","""long""","""3-3""","""60""","""right""","""complex""","""pakuwugnum"""
"2754","1308","1","""47""","""6""","""short""","""2-4""","""47""","""right""","""complex""","""torun"""
"2755","1308","2","""1""","""13""","""long""","""1-3""","""13""","""left""","""simple""","""fepolopus"""
"2756","1308","3","""51""","""39""","""long""","""3-4""","""39""","""left""","""simple""","""tupabugorn"""
"2757","1308","4","""12""","""9""","""long""","""2-3""","""9""","""left""","""simple""","""tiburalex"""
"2758","1308","5","""22""","""17""","""short""","""2-2""","""17""","""right""","""simple""","""ratum"""
"2759","1308","6","""19""","""46""","""short""","""1-1""","""19""","""right""","""complex""","""vatrus"""
"2760","1308","7","""55""","""15""","""short""","""1-2""","""55""","""left""","""complex""","""gronan"""
"2761","1309","0","""32""","""3""","""short""","""1-5""","""3""","""left""","""simple""","""bugorn"""
"2762","1309","1","""38""","""40""","""long""","""3-5""","""38""","""right""","""complex""","""mipatorun"""
"2763","1309","2","""47""","""45""","""short""","""4-4""","""47""","""right""","""complex""","""lopus"""
"2764","1309","3","""53""","""30""","""short""","""4-5""","""30""","""right""","""simple""","""ratum"""
"2765","1309","4","""28""","""13""","""long""","""1-1""","""28""","""left""","""complex""","""binivatrus"""
"2766","1309","5","""39""","""48""","""long""","""3-3""","""48""","""left""","""simple""","""tiburalex"""
"2767","1309","6","""23""","""2""","""short""","""2-4""","""2""","""left""","""simple""","""wugnum"""
"2768","1309","7","""14""","""35""","""long""","""5-5""","""14""","""left""","""complex""","""kibagronan"""
"2769","131","0","""32""","""16""","""short""","""3-5""","""16""","""right""","""simple""","""ralex"""
"2770","131","1","""28""","""15""","""long""","""1-1""","""28""","""left""","""complex""","""mipatorun"""
"2771","131","2","""56""","""13""","""short""","""1-3""","""56""","""left""","""complex""","""wugnum"""
"2772","131","3","""14""","""19""","""short""","""1-5""","""14""","""right""","""complex""","""ratum"""
"2773","131","4","""9""","""29""","""long""","""1-2""","""9""","""left""","""complex""","""kibagronan"""
"2774","131","5","""45""","""6""","""long""","""2-4""","""45""","""right""","""complex""","""binivatrus"""
"2775","131","6","""24""","""37""","""long""","""2-3""","""37""","""right""","""simple""","""tupabugorn"""
"2776","131","7","""18""","""42""","""short""","""4-4""","""18""","""left""","""complex""","""lopus"""
"2777","1310","0","""24""","""46""","""long""","""1-3""","""24""","""right""","""complex""","""kibagronan"""
"2778","1310","1","""10""","""4""","""long""","""2-2""","""10""","""right""","""complex""","""pakuwugnum"""
"2779","1310","2","""32""","""56""","""short""","""3-5""","""56""","""right""","""simple""","""vatrus"""
"2780","1310","3","""30""","""22""","""long""","""2-4""","""22""","""left""","""simple""","""gaburatum"""
"2781","1310","4","""50""","""39""","""long""","""3-3""","""50""","""left""","""complex""","""mipatorun"""
"2782","1310","5","""36""","""2""","""short""","""2-5""","""2""","""right""","""simple""","""ralex"""
"2783","1310","6","""51""","""16""","""short""","""3-4""","""51""","""right""","""complex""","""bugorn"""
"2784","1310","7","""33""","""29""","""short""","""1-5""","""29""","""left""","""simple""","""lopus"""
"2785","1311","0","""17""","""13""","""long""","""1-2""","""17""","""right""","""complex""","""tiburalex"""
"2786","1311","1","""50""","""56""","""long""","""3-3""","""56""","""right""","""simple""","""tupabugorn"""
"2787","1311","2","""60""","""37""","""short""","""2-3""","""37""","""left""","""simple""","""wugnum"""
"2788","1311","3","""48""","""28""","""long""","""1-3""","""48""","""left""","""complex""","""binivatrus"""
"2789","1311","4","""49""","""5""","""short""","""2-2""","""49""","""left""","""complex""","""torun"""
"2790","1311","5","""45""","""42""","""short""","""4-4""","""42""","""left""","""simple""","""gronan"""
"2791","1311","6","""33""","""32""","""long""","""5-5""","""32""","""right""","""simple""","""fepolopus"""
"2792","1311","7","""undefined""","""15""","""short""","""1-1""","""15""","""left""","""simple""","""ratum"""
"2793","1312","0","""57""","""15""","""short""","""1-1""","""57""","""right""","""complex""","""ralex"""
"2794","1312","1","""25""","""45""","""long""","""4-5""","""45""","""right""","""simple""","""mipatorun"""
"2795","1312","2","""1""","""7""","""short""","""3-3""","""1""","""right""","""complex""","""vatrus"""
"2796","1312","3","""43""","""20""","""long""","""1-5""","""20""","""right""","""simple""","""gaburatum"""
"2797","1312","4","""12""","""22""","""short""","""2-3""","""12""","""right""","""complex""","""bugorn"""
"2798","1312","5","""14""","""37""","""long""","""2-5""","""14""","""left""","""complex""","""kibagronan"""
"2799","1312","6","""26""","""4""","""short""","""2-4""","""4""","""left""","""simple""","""lopus"""
"2800","1312","7","""47""","""16""","""long""","""3-4""","""16""","""right""","""simple""","""pakuwugnum"""
"2801","1313","0","""54""","""15""","""short""","""1-1""","""54""","""left""","""complex""","""bugorn"""
"2802","1313","1","""14""","""10""","""short""","""2-5""","""10""","""right""","""simple""","""ratum"""
"2803","1313","2","""35""","""51""","""short""","""4-5""","""51""","""left""","""simple""","""gronan"""
"2804","1313","3","""26""","""4""","""long""","""2-4""","""4""","""right""","""simple""","""fepolopus"""
"2805","1313","4","""34""","""19""","""long""","""1-2""","""34""","""right""","""complex""","""tiburalex"""
"2806","1313","5","""7""","""57""","""long""","""1-3""","""7""","""left""","""complex""","""pakuwugnum"""
"2807","1313","6","""37""","""2""","""short""","""2-2""","""37""","""right""","""complex""","""vatrus"""
"2808","1313","7","""52""","""8""","""long""","""3-5""","""52""","""left""","""complex""","""mipatorun"""
"2809","1314","0","""9""","""2""","""short""","""2-2""","""9""","""right""","""complex""","""torun"""
"2810","1314","1","""33""","""10""","""short""","""2-5""","""10""","""right""","""simple""","""lopus"""
"2811","1314","2","""38""","""19""","""long""","""1-5""","""38""","""left""","""complex""","""gaburatum"""
"2812","1314","3","""29""","""57""","""long""","""1-1""","""57""","""left""","""simple""","""tupabugorn"""
"2813","1314","4","""50""","""6""","""long""","""2-3""","""6""","""right""","""simple""","""kibagronan"""
"2814","1314","5","""12""","""28""","""long""","""1-3""","""28""","""right""","""simple""","""binivatrus"""
"2815","1314","6","""7""","""60""","""short""","""3-3""","""7""","""right""","""complex""","""ralex"""
"2816","1314","7","""32""","""48""","""short""","""3-5""","""48""","""left""","""simple""","""wugnum"""
"2817","1315","0","""57""","""28""","""long""","""1-1""","""28""","""right""","""simple""","""binivatrus"""
"2818","1315","1","""12""","""44""","""long""","""1-3""","""12""","""right""","""complex""","""kibagronan"""
"2819","1315","2","""32""","""39""","""long""","""3-5""","""32""","""left""","""complex""","""pakuwugnum"""
